"","town","tract","longitude","latitude","value","cmedv","crime","residential","industrial","river","nox","rooms","older","distance","highway","tax","ptratio","lstat","black"
"437","Boston Savin Hill",904,-71.0455017,42.1893005,9.60000038,9.60000038,14.4208002,0,18.1000004,"no",0.74000001,6.46099997,93.3000031,2.00259995,24,666,20.2000008,18.0499992,46.4198914
"438","Boston Savin Hill",905,-71.0445023,42.1917,8.69999981,8.19999981,15.1772003,0,18.1000004,"no",0.74000001,6.15199995,100,1.91419995,24,666,20.2000008,26.4500008,53.3459854
"439","Boston Savin Hill",906,-71.0445023,42.1938019,8.39999962,8.39999962,13.6780996,0,18.1000004,"no",0.74000001,5.93499994,87.9000015,1.82060003,24,666,20.2000008,34.0200005,36.7416687
"440","Boston Savin Hill",907,-71.0370026,42.1940002,12.8000002,12.8000002,9.39062977,0,18.1000004,"no",0.74000001,5.62699986,93.9000015,1.81719995,24,666,20.2000008,22.8799992,0
"441","Boston Savin Hill",908,-71.0320969,42.1925011,10.5,10.5,22.0510998,0,18.1000004,"no",0.74000001,5.81799984,92.4000015,1.86619997,24,666,20.2000008,22.1100006,0.434033394
"442","Boston Savin Hill",910,-71.0345001,42.1850014,17.1000004,17.1000004,9.72418022,0,18.1000004,"no",0.74000001,6.40600014,97.1999969,2.06509995,24,666,20.2000008,19.5200005,0.874322295
"443","Boston Savin Hill",911,-71.0339966,42.1889992,18.3999996,14.8000002,5.66636992,0,18.1000004,"no",0.74000001,6.21899986,100,2.00480008,24,666,20.2000008,16.5900002,0.096105516
"444","Boston Savin Hill",912,-71.0378036,42.1892014,15.3999996,15.3999996,9.96654034,0,18.1000004,"no",0.74000001,6.48500013,100,1.97839999,24,666,20.2000008,18.8500004,0.81237942
"445","Boston Savin Hill",913,-71.0404968,42.1920013,10.8000002,10.8000002,12.8023005,0,18.1000004,"no",0.74000001,5.85400009,96.5999985,1.89559996,24,666,20.2000008,23.7900009,13.9571619
"446","Boston Savin Hill",914,-71.0425034,42.1889992,11.8000002,11.8000002,10.6717997,0,18.1000004,"no",0.74000001,6.45900011,94.8000031,1.98790002,24,666,20.2000008,23.9799995,42.2490959
"447","Boston Savin Hill",915,-71.0390015,42.1867981,14.8999996,14.8999996,6.2880702,0,18.1000004,"no",0.74000001,6.34100008,96.4000015,2.07200003,24,666,20.2000008,17.7900009,6.60762453
"448","Boston Savin Hill",916,-71.0370026,42.1839981,12.6000004,12.6000004,9.92485046,0,18.1000004,"no",0.74000001,6.25099993,96.5999985,2.19799995,24,666,20.2000008,16.4400005,0.668627322
"449","Boston Savin Hill",917,-71.0400009,42.1819992,14.1000004,14.1000004,9.32909012,0,18.1000004,"no",0.713,6.18499994,98.6999969,2.26160002,24,666,20.2000008,18.1299992,0
"450","Boston Savin Hill",918,-71.0428009,42.1845016,13,13,7.52601004,0,18.1000004,"no",0.713,6.41699982,98.3000031,2.18499994,24,666,20.2000008,19.3099995,7.84476662
"451","Boston Savin Hill",919,-71.0459976,42.1809998,13.3999996,13.3999996,6.71772003,0,18.1000004,"no",0.713,6.74900007,92.5999985,2.32360005,24,666,20.2000008,17.4400005,61.2111473
"452","Boston Savin Hill",920,-71.0410004,42.1795006,15.1999998,15.1999998,5.44114017,0,18.1000004,"no",0.713,6.65500021,98.1999969,2.35520005,24,666,20.2000008,17.7299995,3.39379263
"453","Boston Savin Hill",921,-71.0339966,42.1790009,16.1000004,16.1000004,5.09016991,0,18.1000004,"no",0.713,6.29699993,91.8000031,2.36820006,24,666,20.2000008,17.2700005,0.944380283
"454","Boston Savin Hill",922,-71.0400009,42.1769981,17.7999992,17.7999992,8.24808979,0,18.1000004,"no",0.713,7.39300013,99.3000031,2.4526999,24,666,20.2000008,16.7399998,1.69176328
"455","Boston Savin Hill",923,-71.0455017,42.1767998,14.8999996,14.3999996,9.51362991,0,18.1000004,"no",0.713,6.72800016,94.0999985,2.49609995,24,666,20.2000008,18.7099991,54.8268738
"456","Boston Savin Hill",924,-71.0510025,42.1780014,14.1000004,14.1000004,4.75236988,0,18.1000004,"no",0.713,6.5250001,86.5,2.43580008,24,666,20.2000008,18.1299992,40.4345398
"457","Boston Dorchester",1001,-71.0516968,42.1735001,12.6999998,12.6999998,4.66882992,0,18.1000004,"no",0.713,5.97599983,87.9000015,2.58060002,24,666,20.2000008,19.0100002,52.7628136
"458","Boston Dorchester",1002,-71.0514984,42.1699982,13.5,13.5,8.20057964,0,18.1000004,"no",0.713,5.93599987,80.3000031,2.77920008,24,666,20.2000008,16.9400005,57.0839195
"459","Boston Dorchester",1003,-71.0475006,42.1689987,14.8999996,14.8999996,7.75223017,0,18.1000004,"no",0.713,6.30100012,83.6999969,2.78309989,24,666,20.2000008,16.2299995,10.826252
"460","Boston Dorchester",1004,-71.0429993,42.1689987,20,20,6.80116987,0,18.1000004,"no",0.713,6.08099985,84.4000015,2.71749997,24,666,20.2000008,14.6999998,0
"461","Boston Dorchester",1005,-71.0429993,42.1727982,16.3999996,16.3999996,4.81212997,0,18.1000004,"no",0.713,6.70100021,90,2.59750009,24,666,20.2000008,16.4200001,12.4797058
"462","Boston Dorchester",1006,-71.0350037,42.1744995,17.7000008,17.7000008,3.69310999,0,18.1000004,"no",0.713,6.37599993,88.4000015,2.56710005,24,666,20.2000008,14.6499996,0.435633898
"463","Boston Dorchester",1007,-71.0309982,42.1694984,19.5,19.5,6.6549201,0,18.1000004,"no",0.713,6.31699991,83,2.73440003,24,666,20.2000008,13.9899998,0
"464","Boston Dorchester",1008,-71.0357971,42.1674995,20.2000008,20.2000008,5.82114983,0,18.1000004,"no",0.713,6.51300001,89.9000015,2.80159998,24,666,20.2000008,10.29,0.244919121
"465","Boston Dorchester",1009,-71.0449982,42.1640015,21.3999996,21.3999996,7.83932018,0,18.1000004,"no",0.654999971,6.20900011,65.4000015,2.96339989,24,666,20.2000008,13.2200003,0
"466","Boston Dorchester",1010,-71.0550003,42.1650009,19.8999996,19.8999996,3.16359997,0,18.1000004,"no",0.654999971,5.75899982,48.2000008,3.06649995,24,666,20.2000008,14.1300001,5.17267084
"467","Boston Dorchester",1011,-71.0550003,42.168499,19,19,3.77498007,0,18.1000004,"no",0.654999971,5.95200014,84.6999969,2.87150002,24,666,20.2000008,17.1499996,48.1642342
"468","Boston Mattapan",1101,-71.0660019,42.1780014,19.1000004,19.1000004,4.42227983,0,18.1000004,"no",0.583999991,6.00299978,94.5,2.54029989,24,666,20.2000008,21.3199997,5.44220257
"469","Boston Mattapan",1102,-71.0699997,42.1679993,19.1000004,19.1000004,15.5756998,0,18.1000004,"no",0.579999983,5.92600012,71,2.90840006,24,666,20.2000008,18.1299992,2.27603507
"470","Boston Mattapan",1103,-71.0690002,42.1725006,20.1000004,20.1000004,13.0750999,0,18.1000004,"no",0.579999983,5.71299982,56.7000008,2.82369995,24,666,20.2000008,14.7600002,0
"471","Boston Mattapan",1104,-71.0739975,42.1679993,19.8999996,19.8999996,4.34879017,0,18.1000004,"no",0.579999983,6.16699982,84,3.03340006,24,666,20.2000008,16.2900009,0
"472","Boston Mattapan",1105,-71.0824966,42.1697998,19.6000004,19.6000004,4.03841019,0,18.1000004,"no",0.532000005,6.22900009,90.6999969,3.09929991,24,666,20.2000008,12.8699999,0.124728069
"473","Boston Mattapan",1106,-71.0832977,42.1749992,23.2000008,23.2000008,3.56868005,0,18.1000004,"no",0.579999983,6.4369998,75,2.89650011,24,666,20.2000008,14.3599997,0.280784249
"474","Boston Forest Hills",1201,-71.0731964,42.1839981,29.7999992,29.7999992,4.64689016,0,18.1000004,"no",0.614000022,6.98000002,67.5999985,2.53290009,24,666,20.2000008,11.6599998,1.78889132
"475","Boston Forest Hills",1202,-71.0550003,42.1829987,13.8000002,13.8000002,8.05578995,0,18.1000004,"no",0.583999991,5.42700005,95.4000015,2.42980003,24,666,20.2000008,18.1399994,3.62155437
"476","Boston Forest Hills",1203,-71.0511017,42.1879005,13.3000002,13.3000002,6.39311981,0,18.1000004,"no",0.583999991,6.16200018,97.4000015,2.20600009,24,666,20.2000008,24.1000004,7.97636843
"477","Boston Forest Hills",1204,-71.0565033,42.1879997,16.7000008,16.7000008,4.87140989,0,18.1000004,"no",0.614000022,6.48400021,93.5999985,2.3053,24,666,20.2000008,18.6800003,0.0547869168
"478","Boston Forest Hills",1205,-71.052803,42.1920013,12,12,15.0234003,0,18.1000004,"no",0.614000022,5.3039999,97.3000031,2.1006999,24,666,20.2000008,24.9099998,3.88316631
"479","Boston Forest Hills",1206,-71.0558014,42.1912994,14.6000004,14.6000004,10.2329998,0,18.1000004,"no",0.614000022,6.18499994,96.6999969,2.17050004,24,666,20.2000008,18.0300007,1.38019753
"480","Boston Forest Hills",1207,-71.0670013,42.1945,21.3999996,21.3999996,14.3337002,0,18.1000004,"no",0.614000022,6.22900009,88,1.95120001,24,666,20.2000008,13.1099997,1.08715773
"481","Boston West Roxbury",1301,-71.1007996,42.1739998,23,23,5.8240099,0,18.1000004,"no",0.532000005,6.2420001,64.6999969,3.42420006,24,666,20.2000008,10.7399998,0
"482","Boston West Roxbury",1302,-71.0950012,42.1730003,23.7000008,23.7000008,5.70817995,0,18.1000004,"no",0.532000005,6.75,74.9000015,3.33170009,24,666,20.2000008,7.73999977,0.30470413
"483","Boston West Roxbury",1303,-71.0899963,42.1665001,25,25,5.73116016,0,18.1000004,"no",0.532000005,7.06099987,77,3.41059995,24,666,20.2000008,7.01000023,0.128702611
"484","Boston West Roxbury",1304,-71.0975037,42.1608009,21.7999992,21.7999992,2.81838012,0,18.1000004,"no",0.532000005,5.76200008,40.2999992,4.09829998,24,666,20.2000008,10.4200001,0.316667497
"485","Boston Hyde Park",1401,-71.0803986,42.1539993,20.6000004,20.6000004,2.37857008,0,18.1000004,"no",0.583000004,5.87099981,41.9000015,3.72399998,24,666,20.2000008,13.3400002,2.11239767
"486","Boston Hyde Park",1402,-71.0749969,42.1455002,21.2000008,21.2000008,3.67367005,0,18.1000004,"no",0.583000004,6.3119998,51.9000015,3.99169993,24,666,20.2000008,10.5799999,0.660607219
"487","Boston Hyde Park",1403,-71.0715027,42.1549988,19.1000004,19.1000004,5.69175005,0,18.1000004,"no",0.583000004,6.11399984,79.8000031,3.54590011,24,666,20.2000008,14.9799995,0.335816503
"488","Boston Hyde Park",1404,-71.0650024,42.1609993,20.6000004,20.6000004,4.83566999,0,18.1000004,"no",0.583000004,5.90500021,53.2000008,3.15229988,24,666,20.2000008,11.4499998,0.692696095
"489","Chelsea",1601,-71.018898,42.2344017,15.1999998,15.1999998,0.150859997,0,27.7399998,"no",0.609000027,5.454,92.6999969,1.82089996,4,711,20.1000004,18.0599995,0.143816218
"490","Chelsea",1602,-71.0227966,42.2335014,7,7,0.183369994,0,27.7399998,"no",0.609000027,5.41400003,98.3000031,1.75539994,4,711,20.1000004,23.9699993,4.34422541
"491","Chelsea",1604,-71.024498,42.2368011,8.10000038,8.10000038,0.207460001,0,27.7399998,"no",0.609000027,5.09299994,98,1.82260001,4,711,20.1000004,29.6800003,6.57039738
"492","Chelsea",1605,-71.0159988,42.2382011,13.6000004,13.6000004,0.105740003,0,27.7399998,"no",0.609000027,5.9829998,98.8000031,1.86810005,4,711,20.1000004,18.0699997,0.541214705
"493","Chelsea",1606,-71.0297012,42.2447014,20.1000004,20.1000004,0.111319996,0,27.7399998,"no",0.609000027,5.9829998,83.5,2.1099,4,711,20.1000004,13.3500004,0
"494","Revere",1701,-71.0124969,42.2462006,21.7999992,21.7999992,0.173309997,0,9.68999958,"no",0.584999979,5.70699978,54,2.38170004,6,391,19.2000008,12.0100002,0
"495","Revere",1702,-71.0124969,42.25,24.5,24.5,0.279570013,0,9.68999958,"no",0.584999979,5.92600012,42.5999985,2.38170004,6,391,19.2000008,13.5900002,0
"496","Revere",1703,-71.010498,42.2546997,23.1000004,23.1000004,0.178990006,0,9.68999958,"no",0.584999979,5.67000008,28.7999992,2.79859996,6,391,19.2000008,17.6000004,0.28716135
"497","Revere",1704,-71.0009995,42.2524986,19.7000008,19.7000008,0.289600015,0,9.68999958,"no",0.584999979,5.38999987,72.9000015,2.79859996,6,391,19.2000008,21.1399994,0
"498","Revere",1705,-70.9946976,42.2495995,18.2999992,18.2999992,0.268379986,0,9.68999958,"no",0.584999979,5.79400015,70.5999985,2.89269996,6,391,19.2000008,14.1000004,0
"499","Revere",1706,-71.0049973,42.2454987,21.2000008,21.2000008,0.239120007,0,9.68999958,"no",0.584999979,6.01900005,65.3000031,2.40910006,6,391,19.2000008,12.9200001,0
"500","Revere",1707,-70.998497,42.243,17.5,17.5,0.177829996,0,9.68999958,"no",0.584999979,5.56899977,73.5,2.39989996,6,391,19.2000008,15.1000004,0.0897477716
"501","Revere",1708,-70.9919968,42.237999,16.7999992,16.7999992,0.224380001,0,9.68999958,"no",0.584999979,6.02699995,79.6999969,2.49819994,6,391,19.2000008,14.3299999,0
"502","Winthrop",1801,-70.9860001,42.2312012,22.3999996,22.3999996,0.0626299977,0,11.9300003,"no",0.573000014,6.59299994,69.0999985,2.47860003,1,273,21,9.67000008,0.390897125
"503","Winthrop",1802,-70.9909973,42.2275009,20.6000004,20.6000004,0.0452699997,0,11.9300003,"no",0.573000014,6.11999989,76.6999969,2.2874999,1,273,21,9.07999992,0
"504","Winthrop",1803,-70.9947968,42.2260017,23.8999996,23.8999996,0.0607599989,0,11.9300003,"no",0.573000014,6.97599983,91,2.16750002,1,273,21,5.63999987,0
"505","Winthrop",1804,-70.9875031,42.223999,22,22,0.109590001,0,11.9300003,"no",0.573000014,6.79400015,89.3000031,2.38890004,1,273,21,6.48000002,0.27440539
"506","Winthrop",1805,-70.9824982,42.2210007,11.8999996,19,0.0474100001,0,11.9300003,"no",0.573000014,6.03000021,80.8000031,2.50500011,1,273,21,7.88000011,0
